snr_db,ber,ser,ber_std,ser_std,ber_ci95,bit_errors,total_bits,scheme,n_symbols,seeds
0.0,0.32216666666666666,0.8876666666666667,0.0018175074506954112,0.0026633312473917196,0.0020567032951897663,9665,30000,scirs_2x1,100000,42|43|44
2.0,0.3025,0.9001333333333333,0.0006557438524301828,0.003859188170241656,0.0007420440238512162,9075,30000,scirs_2x1,100000,42|43|44
4.0,0.2890333333333333,0.9087333333333333,0.0014571661996263014,0.004291076011134399,0.0016489387833122074,8671,30000,scirs_2x1,100000,42|43|44
6.0,0.2764,0.9179333333333334,0.0012529964086141683,0.003442867022313406,0.0014178989150617678,8292,30000,scirs_2x1,100000,42|43|44
8.0,0.2702,0.9229333333333334,0.0009165151389911761,0.0031390019645316245,0.0010371345139373288,8106,30000,scirs_2x1,100000,42|43|44
10.0,0.26496666666666663,0.9255333333333334,0.0012423096769056381,0.003401960219246168,0.0014058057397015604,7949,30000,scirs_2x1,100000,42|43|44
12.0,0.2618666666666667,0.9282,0.0015176736583776304,0.0037040518354904627,0.001717409418604405,7856,30000,scirs_2x1,100000,42|43|44
14.0,0.2597333333333333,0.9288,0.00137961347243832,0.002905167809266749,0.001561179610992201,7792,30000,scirs_2x1,100000,42|43|44
16.0,0.2585,0.9286,0.0021000000000000107,0.002905167809266802,0.002376373707984512,7755,30000,scirs_2x1,100000,42|43|44
18.0,0.2579666666666667,0.9280666666666666,0.001266227994214846,0.0031069813860616245,0.0014328718636981473,7739,30000,scirs_2x1,100000,42|43|44
20.0,0.2578333333333333,0.9276666666666666,0.0025929391302792417,0.0033605555096342518,0.002934186845523707,7735,30000,scirs_2x1,100000,42|43|44
22.0,0.25689999999999996,0.9277333333333333,0.0034597687784012356,0.004006661120351103,0.00391509693366588,7707,30000,scirs_2x1,100000,42|43|44
24.0,0.256,0.9266666666666666,0.004467661580737737,0.006149254697386774,0.00505563500792268,7680,30000,scirs_2x1,100000,42|43|44
26.0,0.2544333333333333,0.9254666666666665,0.004277070648625458,0.006658328118479399,0.004839961065040833,7633,30000,scirs_2x1,100000,42|43|44
28.0,0.2527,0.9244,0.004179712908801275,0.006471475874945376,0.004729790411142269,7581,30000,scirs_2x1,100000,42|43|44
30.0,0.2501333333333334,0.9219333333333334,0.004536885862938753,0.005672154205708196,0.005133969657530581,7504,30000,scirs_2x1,100000,42|43|44
