snr_db,ber,ser,ber_std,ser_std,ber_ci95,bit_errors,total_bits,scheme,n_symbols,seeds
0.0,0.21136666666666667,0.36346666666666666,0.0029838453936712763,0.002715388247255496,0.003376538924862419,6341,30000,mrc_2x1,100000,42|43|44
2.0,0.1665,0.29033333333333333,0.0031764760348537264,0.002335237318418263,0.0035945210158425003,4995,30000,mrc_2x1,100000,42|43|44
4.0,0.12549999999999997,0.22193333333333332,0.0026851443164195026,0.0031005375877955956,0.003038526836039675,3765,30000,mrc_2x1,100000,42|43|44
6.0,0.09133333333333334,0.16246666666666668,0.0030989245446337277,0.0031770006819850307,0.003506763243283538,2740,30000,mrc_2x1,100000,42|43|44
8.0,0.06330000000000001,0.11293333333333333,0.003019933774108303,0.004842864166310406,0.0034173767717358915,1899,30000,mrc_2x1,100000,42|43|44
10.0,0.04326666666666667,0.0776,0.0031879983270593684,0.0046,0.003607559716915454,1298,30000,mrc_2x1,100000,42|43|44
12.0,0.02896666666666667,0.051666666666666666,0.002627419519858474,0.0037647487742654678,0.00297320507944616,869,30000,mrc_2x1,100000,42|43|44
14.0,0.0188,0.033900000000000007,0.001333229162597338,0.001824828759089464,0.0015086908231973836,925,50000,mrc_2x1,100000,42|43|44
16.0,0.011716666666666667,0.020800000000000003,0.0009776672917374979,0.001135781669160055,0.0011063346891625721,703,60000,mrc_2x1,100000,42|43|44
18.0,0.007933333333333334,0.014422222222222223,0.00044095855184409806,0.0002694301256218254,0.0004989915756729689,714,90000,mrc_2x1,100000,42|43|44
20.0,0.005226666666666667,0.009406666666666667,0.0004838732616433081,0.0006030201765557542,0.0005475541414123152,674,130000,mrc_2x1,100000,42|43|44
22.0,0.0031261904761904764,0.005625000000000001,0.00022500944802536702,0.00016393596310754988,0.0002546221601598033,652,210000,mrc_2x1,100000,42|43|44
24.0,0.002095757575757576,0.003804713804713805,0.00024282315663760125,0.0003707295472961078,0.0002747802691063797,624,300000,mrc_2x1,100000,42|43|44
26.0,0.001271502285124576,0.002318811735220404,0.00019470955959734825,0.0003584762937330225,0.00022033460862875211,626,500000,mrc_2x1,100000,42|43|44
28.0,0.000775,0.0014,9.962429422585632e-05,0.0001777638883463118,0.00011273550165468428,465,600000,mrc_2x1,100000,42|43|44
30.0,0.00044,0.0007933333333333334,8.544003745317528e-05,0.00013012814197295425,9.668450410139841e-05,264,600000,mrc_2x1,100000,42|43|44
