snr_db,ber,ser,ber_std,ser_std,ber_ci95,bit_errors,total_bits,scheme,n_symbols,seeds
0.0,0.28099999999999997,0.46553333333333335,0.004190465367951409,0.005064911976859352,0.0047419579641044375,8430,30000,scirs_2x1,100000,42|43|44
2.0,0.24823333333333333,0.41473333333333334,0.005501211987674477,0.007161936423435584,0.006225207395027989,7447,30000,scirs_2x1,100000,42|43|44
4.0,0.21346666666666667,0.35746666666666665,0.004343193909248511,0.006004442799572085,0.004914786578388847,6404,30000,scirs_2x1,100000,42|43|44
6.0,0.17389999999999997,0.29133333333333333,0.005480875842417898,0.009113360156020009,0.006202194880309186,5217,30000,scirs_2x1,100000,42|43|44
8.0,0.13626666666666667,0.2283333333333333,0.0025967928938083083,0.0038017539811688655,0.0029385477894890706,4088,30000,scirs_2x1,100000,42|43|44
10.0,0.10173333333333334,0.17053333333333334,0.004346646216720808,0.006252466180103119,0.004918693232059821,3052,30000,scirs_2x1,100000,42|43|44
12.0,0.0745,0.12379999999999998,0.0032511536414017678,0.004799999999999999,0.00367902668287868,2235,30000,scirs_2x1,100000,42|43|44
14.0,0.05000000000000001,0.08306666666666666,0.003984971769034255,0.005689756878227163,0.004509420066187373,1500,30000,scirs_2x1,100000,42|43|44
16.0,0.03556666666666666,0.05833333333333333,0.004244211744639205,0.006054199644324038,0.004802777714799824,1067,30000,scirs_2x1,100000,42|43|44
18.0,0.024033333333333334,0.03963333333333333,0.003530344647953416,0.0050796981537620245,0.003994961048342997,929,40000,scirs_2x1,100000,42|43|44
20.0,0.01455,0.024433333333333335,0.0019371370627810519,0.002836077102854105,0.002192076945121529,873,60000,scirs_2x1,100000,42|43|44
22.0,0.010061111111111111,0.017055555555555556,0.0010022659512509827,0.0013985442166502737,0.0011341706928385284,693,70000,scirs_2x1,100000,42|43|44
24.0,0.005933333333333333,0.009899999999999999,0.0004049176871085448,0.0005766281297335399,0.00045820749787744763,712,120000,scirs_2x1,100000,42|43|44
26.0,0.0036999999999999997,0.006177777777777778,0.00019220937657784634,0.00034694433324435563,0.00021750538520365988,666,180000,scirs_2x1,100000,42|43|44
28.0,0.0023844444444444447,0.004011111111111111,6.802323495561757e-05,0.00014698618394803274,7.697553670503893e-05,667,280000,scirs_2x1,100000,42|43|44
30.0,0.001557875457875458,0.0026490842490842492,0.00012585336449834342,0.0001732550394609849,0.0001424164887882158,622,400000,scirs_2x1,100000,42|43|44
